peak	gene	distance	peak_type
chr9_76122816_76123325	Hmgcll1;Gfral	0;90332	distal;distal
chr9_76138325_76138813	Gfral	74844	distal
chr9_76196500_76197344	Gfral	16313	distal
chr9_76214808_76214875	Gfral	-1152	distal
chr9_76235972_76237136	Hcrtr2;Gfral	0;-22316	distal;distal
chr9_76258850_76259217	Hcrtr2;Gfral	0;-45194	distal;distal
chr9_76270860_76271314	Hcrtr2;Gm27234	0;-48263	distal;distal
chr9_76322174_76324114	Hcrtr2	0	promoter
chr9_76331106_76331480	Hcrtr2	-7251	distal
chr9_76540756_76540828	Fam83b	4976	distal
chr9_76562779_76563319	Fam83b	3797	distal
chr9_76566679_76567883	Fam83b	0	promoter
chr9_76646340_76646904	Fam83b	-79225	distal
chr9_76660807_76661256	Gm34158	-93511	distal
chr9_76705793_76706143	Gm34158	-48624	distal
chr9_77148551_77149281	Mlip;Gm19541	0;101870	distal;distal
chr9_77165714_77166341	Mlip	85488	distal
chr9_77250951_77253316	Mlip	0	promoter
chr9_77265049_77266059	Mlip	-13175	distal
chr9_77276706_77277284	Mlip	-24832	distal
chr9_77284630_77285383	Mlip	-32756	distal
chr9_77302407_77302644	Mlip	45149	distal
chr9_77335289_77336116	Mlip	11677	distal
chr9_77339462_77340975	Mlip	6818	distal
chr9_77369246_77369459	Mlip;5730403I07Rik	-21331;0	distal;distal
chr9_77377230_77377449	5730403I07Rik	21969	distal
chr9_77379578_77380049	5730403I07Rik	19369	distal
chr9_77381527_77381967	5730403I07Rik	17451	distal
chr9_77386675_77387179	5730403I07Rik	12239	distal
chr9_77408760_77408932	5730403I07Rik	-9343	distal
chr9_77427453_77428241	5730403I07Rik	-28036	distal
chr9_77438518_77439412	Lrrc1;5730403I07Rik	0;-39101	distal;distal
chr9_77444533_77445343	Lrrc1;5730403I07Rik	0;-45116	distal;distal
chr9_77448058_77448553	Lrrc1;5730403I07Rik	0;-48641	distal;distal
chr9_77451948_77453240	Lrrc1;5730403I07Rik	0;-52531	distal;distal
chr9_77455810_77456917	Lrrc1;5730403I07Rik	0;-56393	distal;distal
chr9_77463959_77464344	Lrrc1;5730403I07Rik	0;-64542	distal;distal
chr9_77465377_77465834	Lrrc1;5730403I07Rik	0;-65960	distal;distal
chr9_77469590_77470642	Lrrc1;5730403I07Rik	0;-70173	distal;distal
chr9_77471348_77472766	Lrrc1	71329	distal
chr9_77478164_77482775	Lrrc1	61320	distal
chr9_77483364_77484003	Lrrc1	60092	distal
chr9_77495719_77498134	Lrrc1	45961	distal
chr9_77501371_77503884	Lrrc1	40211	distal
chr9_77508467_77508720	Lrrc1	35375	distal
chr9_77510726_77511302	Lrrc1	32793	distal
chr9_77511977_77512965	Lrrc1	31130	distal
chr9_77525410_77526615	Lrrc1	17480	distal
chr9_77531307_77531811	Lrrc1	12284	distal
chr9_77533134_77533363	Lrrc1	10732	distal
chr9_77534182_77536921	Lrrc1	7174	distal
chr9_77542993_77545999	Lrrc1;Gm19569	0;0	promoter;promoter
chr9_77568819_77569798	Gm19569	23861	distal
chr9_77571643_77572382	Gm19569	26685	distal
chr9_77587130_77587767	Gm19569	42172	distal
chr9_77589062_77589926	Gm19569	44104	distal
chr9_77594847_77596848	Klhl31	-39652	distal
chr9_77602267_77603321	Klhl31	-33179	distal
chr9_77607833_77608293	Klhl31	-28207	distal
chr9_77613256_77613729	Klhl31	-22771	distal
chr9_77620398_77620964	Klhl31	-15536	distal
chr9_77622799_77623271	Klhl31	-13229	distal
chr9_77654812_77656663	Klhl31	18313	distal
chr9_77749862_77751741	Gclc	-2794	distal
chr9_77753863_77756745	Gclc	0	promoter
chr9_77771048_77772285	Gclc	16514	distal
chr9_77781449_77781772	Gclc	26915	distal
chr9_77789598_77790515	Gclc;Gm34654	0;19278	distal;distal
chr9_77802633_77802821	Gm34654	6972	distal
chr9_77806175_77807704	Gm34654	2089	distal
chr9_77825552_77825690	Gm47818	-10340	distal
chr9_77898670_77899090	Elovl5	-18274	distal
chr9_77909599_77911954	Elovl5	-5410	distal
chr9_77916569_77918940	Elovl5	0	promoter
chr9_77921253_77921862	Elovl5	3890	distal
chr9_77931688_77931998	Elovl5	14325	distal
chr9_77932546_77933049	Elovl5	15183	distal
chr9_77938340_77939799	Elovl5	20977	distal
chr9_77940967_77941542	Elovl5	23604	distal
chr9_77946319_77946557	Elovl5	28956	distal
chr9_77949868_77950344	Elovl5	32505	distal
chr9_77951101_77951417	Elovl5	33738	distal
chr9_77952994_77953447	Elovl5	35631	distal
chr9_77967643_77968219	Elovl5;Gm34829	0;-24380	distal;distal
chr9_77986221_77986944	Gm34829	-5655	distal
chr9_78006416_78007079	Gm39375	-7939	distal
chr9_78021324_78021678	Gm39375	6307	distal
chr9_78024593_78025273	Gm39375	9576	distal
chr9_78038470_78039695	Gcm1	-12229	distal
chr9_78060327_78060530	Gcm1	8404	distal
chr9_78078122_78078680	Gcm1	26199	distal
chr9_78107588_78110062	Fbxo9;Ick	0;0	promoter;promoter
chr9_78112403_78115005	Ick	0	promoter
chr9_78125983_78127007	Ick	12669	distal
chr9_78168895_78168922	Ick;Gsta4	0;-23025	distal;distal
chr9_78173584_78177579	Gsta4	-14368	distal
chr9_78190555_78192626	Gsta4	0	promoter
chr9_78193662_78194541	Gsta4	1716	distal
chr9_78259697_78260096	Gm3776	2569	distal
chr9_78296024_78296522	Gm10639	6097	distal
chr9_78319535_78319889	Omt2a	-4740	distal
chr9_78340276_78340772	Gsta2	6386	distal
chr9_78358025_78358499	Dppa5a	9678	distal
chr9_78362848_78363420	Dppa5a	4757	distal
chr9_78377328_78379533	Ooep	0	promoter
chr9_78395218_78397172	Ddx43;4930542C12Rik	0;0	promoter;promoter
chr9_78427343_78427889	Cgas	15315	distal
chr9_78441675_78443777	Cgas	0	promoter
chr9_78447500_78449265	Mto1;Gm17324	0;0	promoter;promoter
chr9_78471024_78471401	Mto1;Eef1a1	0;10323	distal;distal
chr9_78473612_78474064	Mto1;Eef1a1	0;7660	distal;distal
chr9_78475690_78478336	Eef1a1	3388	distal
chr9_78478849_78483079	Eef1a1	0	promoter
chr9_78488637_78489694	Eef1a1	-6914	distal
chr9_78493065_78493716	Eef1a1	-11342	distal
chr9_78501169_78501914	Gm47430	-18632	distal
chr9_78502561_78504965	Gm47430	-15581	distal
chr9_78519535_78522632	Gm47430	0	promoter
chr9_78526808_78528577	Gm47430	6263	distal
chr9_78536846_78538811	Slc17a5;Gm47430	0;16301	distal;distal
chr9_78546743_78547432	Slc17a5;Gm47430	0;26198	distal;distal
chr9_78552872_78553604	Slc17a5;Gm47430	0;32327	distal;distal
chr9_78584504_78584782	Slc17a5	3233	distal
chr9_78587140_78588885	Slc17a5	0	promoter
chr9_78596613_78597315	Slc17a5	-8573	distal
chr9_78601313_78601774	Slc17a5	-13273	distal
chr9_78614082_78616616	Cd109	0	promoter
chr9_78630025_78630068	Cd109;4921509A06Rik	0;60	distal;promoter
chr9_78645979_78646445	Cd109;4921509A06Rik	0;-15852	distal;distal
chr9_78700721_78701069	Cd109;4921509A06Rik	0;-70594	distal;distal
chr9_78702764_78703065	Cd109;4921509A06Rik	0;-72637	distal;distal
chr9_78740175_78740572	4921509A06Rik	-110048	distal
chr9_78742005_78742243	4921509A06Rik	-111878	distal
chr9_78750125_78750481	4921509A06Rik	-119998	distal
chr9_78769167_78769578	4921509A06Rik	-139040	distal
chr9_78775362_78775915	4921509A06Rik	-145235	distal
chr9_78778311_78778458	4921509A06Rik	-148184	distal
chr9_78787810_78788326	4921509A06Rik	-157683	distal
chr9_78821483_78822164	4921509A06Rik	-191356	distal
chr9_78845422_78845673	Gm35024	184079	distal
chr9_78846198_78846430	Gm35024	183322	distal
chr9_78872605_78872769	Gm35024	156983	distal
chr9_78879839_78882024	Gm35024	147728	distal
chr9_78983677_78984302	Gm35024	45450	distal
chr9_78987236_78987829	Gm35024	41923	distal
chr9_79004166_79005261	Gm35024	24491	distal
chr9_79029505_79029768	Gm35024	0	promoter
chr9_79031146_79031677	Gm35024	-1395	distal
chr9_79109660_79109951	Gm35024	-79909	distal
chr9_79139095_79139456	Gm47499	62551	distal
chr9_79141002_79141574	Gm47499	60433	distal
chr9_79161466_79161715	Gm47499	40292	distal
chr9_79172928_79173228	Gm47499	28779	distal
chr9_79192979_79193628	Gm47499	8379	distal
chr9_79270192_79270654	Gm47501	-2542	distal
chr9_79284683_79285066	Gm47501	-17033	distal
chr9_79301322_79302043	Gm47501	-33672	distal
chr9_79317718_79318361	Gm47501	-50068	distal
chr9_79460057_79460280	Gm10635	59022	distal
chr9_79526429_79526503	Gm10635	-7128	distal
chr9_79597788_79598155	Gm10635	-78487	distal
chr9_79598848_79600001	Col12a1;Gm10635	0;-79547	distal;distal
chr9_79605638_79606426	Col12a1;4930562D21Rik	0;-82350	distal;distal
chr9_79607990_79608570	Col12a1;4930562D21Rik	0;-80206	distal;distal
chr9_79648497_79649061	Col12a1;4930562D21Rik	0;-39715	distal;distal
chr9_79653231_79654134	Col12a1;4930562D21Rik	0;-34642	distal;distal
chr9_79685997_79686434	Col12a1;4930562D21Rik	0;-2342	distal;distal
chr9_79695646_79695687	Col12a1;4930562D21Rik	0;6871	distal;distal
chr9_79714323_79715261	Col12a1	3257	distal
chr9_79716269_79721576	Col12a1	0	promoter
chr9_79723029_79723579	Col12a1	-4310	distal
chr9_79759175_79760937	Cox7a2	0	promoter
chr9_79779330_79779777	Tmem30a	13653	distal
chr9_79785676_79786151	Tmem30a	7279	distal
chr9_79792221_79794387	Tmem30a;4930429F24Rik	0;0	promoter;promoter
chr9_79806514_79807477	Filip1;4930429F24Rik	0;12874	distal;distal
chr9_79814363_79814895	Filip1;4930429F24Rik	0;20723	distal;distal
chr9_79829749_79831355	Filip1;4930429F24Rik	0;36109	distal;distal
chr9_79853541_79853999	Filip1;Gm3211	0;-59201	distal;distal
chr9_79875319_79876325	Filip1;Gm3211	0;-36875	distal;distal
chr9_79877904_79878183	Filip1;Gm3211	0;-35017	distal;distal
chr9_79885223_79885976	Filip1;Gm3211	0;-27224	distal;distal
chr9_79918692_79920910	Filip1;Gm3211	0;5493	distal;distal
chr9_79921811_79922256	Filip1;Gm3211	0;8612	distal;distal
chr9_79927340_79927523	Filip1;Gm3211	0;14141	distal;distal
chr9_79936151_79936446	Filip1;Gm3211	0;22952	distal;distal
chr9_79954875_79955258	Filip1	22401	distal
chr9_79961576_79962441	Filip1	15218	distal
chr9_79977413_79978533	Filip1	0	promoter
chr9_80002490_80003222	Filip1	-24687	distal
chr9_80022912_80023463	Senp6	-43440	distal
chr9_80025933_80026442	Senp6	-40461	distal
chr9_80065690_80069329	Senp6	0	promoter
chr9_80071669_80072052	Senp6	4177	distal
chr9_80074944_80075229	Senp6	7452	distal
chr9_80084554_80084955	Senp6	17062	distal
chr9_80155192_80155975	Myo6	-9056	distal
chr9_80163980_80166065	Myo6	0	promoter
chr9_80173533_80174058	Myo6	8307	distal
chr9_80178904_80178990	Myo6	13678	distal
chr9_80184151_80184542	Myo6	18925	distal
chr9_80188296_80188860	Myo6	23070	distal
chr9_80196365_80196458	Myo6	-21153	distal
chr9_80197230_80197685	Myo6	-19926	distal
chr9_80200189_80201619	Myo6	-15992	distal
chr9_80202308_80202769	Myo6	-14842	distal
chr9_80216777_80217396	Myo6	-215	promoter
chr9_80218628_80219689	Myo6	992	distal
chr9_80226709_80227399	Myo6	9073	distal
chr9_80253676_80254008	Myo6;Gm27227	0;11442	distal;distal
chr9_80272942_80273507	Myo6;Gm27227	0;-7493	distal;distal
chr9_80293027_80293532	Myo6;Gm27227	0;-27578	distal;distal
chr9_80296000_80296427	Myo6;Gm27227	0;-30551	distal;distal
chr9_80306436_80307510	Myo6;Gm27227	0;-40987	distal;distal
chr9_80331842_80334357	Impg1;Gm27227	0;-66393	distal;distal
chr9_80340999_80341075	Impg1;Gm27227	0;-75550	distal;distal
chr9_80351167_80352489	Impg1;Gm27227	0;-85718	distal;distal
chr9_80373531_80373716	Impg1	91722	distal
chr9_80386032_80386914	Impg1	78524	distal
chr9_80510040_80510776	Impg1	-44560	distal
chr9_80615066_80615272	Gm48387	-13970	distal
chr9_80688420_80688821	Gm39380	-21174	distal
chr9_80942999_80943363	Gm26713	-12073	distal
chr9_81150179_81150532	Gm26713	194744	distal
chr9_81626843_81627361	D430036J16Rik	-4569	distal
chr9_81631443_81634602	Htr1b;D430036J16Rik	0;0	promoter;promoter
chr9_81635118_81635664	Htr1b;D430036J16Rik	-1291;0	distal;distal
chr9_81863035_81864302	Mei4	0	promoter
chr9_81957923_81958204	Mei4	94215	distal
chr9_82044378_82044996	Mei4	180670	distal
chr9_82114713_82115439	Mei4;Gm35548	0;144769	distal;distal
chr9_82218116_82218333	Gm35548	41875	distal
chr9_82246032_82246360	Gm35548	13848	distal
chr9_82528186_82528351			intergenic
chr9_82562925_82563488			intergenic
chr9_82581412_82581720			intergenic
chr9_82600589_82600767			intergenic
chr9_82610105_82610280			intergenic
chr9_82643876_82644280	Irak1bp1	-185260	distal
chr9_82709482_82710666	Irak1bp1	-118874	distal
chr9_82812064_82812486	Irak1bp1	-17054	distal
chr9_82814554_82814899	Irak1bp1	-14641	distal
chr9_82828863_82831085	Irak1bp1	0	promoter
chr9_82853993_82854489	Irak1bp1	24188	distal
chr9_82855218_82855575	Irak1bp1	25413	distal
chr9_82861004_82861399	Irak1bp1	31199	distal
chr9_82955260_82955676	Phip	19840	distal
chr9_82971451_82971818	Phip	3698	distal
chr9_82973295_82977408	Phip	0	promoter
chr9_83060076_83060243	Gm38398	-37981	distal
chr9_83097604_83099632	Gm38398	0	promoter
chr9_83128787_83129662	Hmgn3;Gm29054	0;-16284	distal;distal
chr9_83144747_83147252	Hmgn3;Gm29054	0;0	promoter;promoter
chr9_83194888_83196455	Hmgn3	-48204	distal
chr9_83217302_83217866	Gm27216	36674	distal
chr9_83259060_83259070	Gm27216	-4521	distal
chr9_83265997_83266149	Gm27216	-11458	distal
chr9_83273187_83273918	Gm27216	-18648	distal
chr9_83315484_83317955	Gm46123	-28204	distal
chr9_83325487_83327089	Gm46123	-19070	distal
chr9_83338829_83339244	Gm46123	-6915	distal
chr9_83349156_83351798	Gm46123	2998	distal
chr9_83370905_83371367	Gm46123	24747	distal
chr9_83381359_83381665	Gm46123	35201	distal
chr9_83387266_83388331	Gm46123	41108	distal
chr9_83418606_83419157	Lca5;Gm2087	0;-12390	distal;distal
chr9_83433651_83434037	Lca5;Gm2087	0;2105	distal;distal
chr9_83440115_83442024	Lca5;Gm2087	0;0	promoter;distal
chr9_83447653_83448473	Lca5;Gm2087	-6527;0	distal;distal
chr9_83487363_83489315	Lca5	-46237	distal
chr9_83519248_83519929	Sh3bgrl2	-28398	distal
chr9_83537475_83538565	Sh3bgrl2	-9762	distal
chr9_83547268_83549059	Sh3bgrl2	0	promoter
chr9_83555033_83555038	Sh3bgrl2	6684	distal
chr9_83556265_83558181	Sh3bgrl2	7916	distal
chr9_83563843_83565901	Sh3bgrl2;Gm39384	0;7388	distal;distal
chr9_83568814_83569517	Sh3bgrl2;Gm39384	0;3772	distal;distal
chr9_83576564_83577153	Sh3bgrl2;Gm39384	0;-3276	distal;distal
chr9_83589538_83590625	Sh3bgrl2;Gm39384	0;-16250	distal;distal
chr9_83598016_83598365	Sh3bgrl2;Gm39384	0;-24728	distal;distal
chr9_83599241_83599946	Sh3bgrl2;Gm39384	0;-25953	distal;distal
chr9_83609621_83610535	Sh3bgrl2;Gm39384	0;-36333	distal;distal
chr9_83616350_83616751	Sh3bgrl2;Gm39384	0;-43062	distal;distal
chr9_83629103_83630023	Sh3bgrl2;Gm39384	0;-55815	distal;distal
chr9_83631911_83632332	Sh3bgrl2;Gm36120	0;55193	distal;distal
chr9_83643867_83644193	Gm36120	43332	distal
chr9_83647907_83648766	Gm36120	38759	distal
chr9_83652763_83653100	Gm36120	34425	distal
chr9_83657091_83658101	Gm36120	29424	distal
chr9_83663893_83665916	Gm36120	21609	distal
chr9_83671816_83672159	Gm36120	15366	distal
chr9_83685875_83688271	Gm36120	0	promoter
chr9_83690929_83692357	Gm2109	0	promoter
chr9_83701603_83701932	Gm2109	10129	distal
chr9_83722258_83722354	Gm2109	30784	distal
chr9_83726069_83728270	Gm2109	34595	distal
chr9_83775963_83776501	Elovl4	29751	distal
chr9_83804567_83807995	Elovl4	0	promoter
chr9_83833492_83835462	Ttk	0	promoter
chr9_83924354_83926765	Bckdhb;Gm36278	0;0	promoter;promoter
chr9_83956860_83957425	Bckdhb	8080	distal
chr9_83962280_83962968	Bckdhb	13500	distal
chr9_84019648_84020049	Bckdhb;Gm46124	0;4768	distal;distal
chr9_84032433_84033916	Bckdhb;Gm46124	0;-7617	distal;distal
chr9_84045942_84047344	Bckdhb;Gm46124	0;-21126	distal;distal
chr9_84070229_84071026	Bckdhb;Gm46124	0;-45413	distal;distal
chr9_84107252_84107971	Bckdhb;Gm46124	0;-82436	distal;distal
chr9_84109781_84112178	Bckdhb;Gm46124	0;-84965	distal;distal
chr9_84194620_84195803	Gm46124	-169804	distal
chr9_84196854_84197529	Gm46124	-172038	distal
chr9_84252484_84253883			intergenic
chr9_84278846_84279057			intergenic
chr9_84281483_84282078			intergenic
chr9_84284107_84284498			intergenic
chr9_84311514_84311923			intergenic
chr9_84343428_84344264			intergenic
chr9_84356725_84357070			intergenic
chr9_84394508_84395335	Gm39388	-182625	distal
chr9_84408465_84409312	Gm39388	-168648	distal
chr9_84441521_84441625	Gm39388	-136335	distal
chr9_84720471_84720787	4930554C24Rik	-53611	distal
chr9_84737868_84738134	4930554C24Rik	-36264	distal
chr9_84830704_84831021	4930554C24Rik	-20262	distal
chr9_85174368_85174852	Gm48830	59730	distal
chr9_85221360_85221912	Gm48830	12670	distal
chr9_85224913_85225400	Gm48830	9182	distal
chr9_85325548_85329009	Tent5a	0	promoter
chr9_85381419_85382156	Gm48832	-33356	distal
chr9_85400659_85401733	Gm48833	17425	distal
chr9_85410623_85411290	Gm48833	7868	distal
chr9_85439522_85440199	Gm48833	-20365	distal
chr9_85455037_85456296	Gm48833	-35880	distal
chr9_85496752_85497730	Gm48834	56035	distal
chr9_85581019_85581633	Gm48834	-27255	distal
chr9_85588118_85588450	Gm48834	-34354	distal
chr9_85608864_85609878	Gm48842	29689	distal
chr9_85652599_85653015	Gm48842	-13033	distal
chr9_85663184_85663461	Gm48842	-23618	distal
chr9_85673864_85674400	Gm48842	-34298	distal
chr9_85693650_85694174	Ibtk;Gm48842	0;-54084	distal;distal
chr9_85747569_85750463	Ibtk	0	promoter
chr9_85777407_85777868	Ibtk	-28074	distal
chr9_85779443_85779909	Ibtk	-30110	distal
chr9_85835616_85836570	Tpbg;9330154J02Rik	-5810;0	distal;distal
chr9_85841767_85845059	Tpbg;9330154J02Rik	0;0	promoter;promoter
chr9_85846097_85846565	Tpbg;9330154J02Rik	0;-1775	distal;distal
chr9_85856334_85857182	9330154J02Rik	-12012	distal
chr9_85860845_85861906	9330154J02Rik	-16523	distal
chr9_85862624_85862814	9330154J02Rik	-18302	distal
chr9_85948426_85949243	Gm47604	-5227	distal
chr9_85971193_85971529	Gm47604	-27994	distal
chr9_86058147_86058654	Gm47604	-114948	distal
chr9_86101354_86102069	Gm47604	-158155	distal
chr9_86205008_86205489			intergenic
chr9_86208345_86209006			intergenic
chr9_86211073_86211981			intergenic
chr9_86231663_86232142			intergenic
chr9_86286764_86288169	Ube2cbp	176781	distal
chr9_86298240_86298486	Ube2cbp	166464	distal
chr9_86319491_86320147	Ube2cbp	144803	distal
chr9_86335648_86335887	Ube2cbp	129063	distal
chr9_86360373_86361002	Ube2cbp	103948	distal
chr9_86388470_86388853	Ube2cbp	76097	distal
chr9_86394098_86394177	Ube2cbp	70773	distal
chr9_86395904_86396164	Ube2cbp	68786	distal
chr9_86448721_86450053	Ube2cbp	14897	distal
chr9_86451030_86452174	Ube2cbp	12776	distal
chr9_86463786_86465402	Ube2cbp	0	promoter
chr9_86466685_86468100	Dop1a	0	promoter
chr9_86570512_86573457	Rwdd2a;Pgm3	0;0	promoter;promoter
chr9_86583632_86584272	Rwdd2a;Me1	11580;0	distal;distal
chr9_86592665_86593694	Rwdd2a;Me1	20613;0	distal;distal
chr9_86619658_86620095	Rwdd2a;Me1	47606;0	distal;distal
chr9_86627700_86628361	Rwdd2a;Me1	55648;0	distal;distal
chr9_86648186_86648515	Me1	38762	distal
chr9_86661176_86662031	Me1	25246	distal
chr9_86668719_86668891	Me1	18386	distal
chr9_86682367_86683289	Me1	3988	distal
chr9_86689623_86690130	Me1	-2347	distal
chr9_86692761_86693045	Me1;A330041J22Rik	0;-2415	distal;distal
chr9_86694652_86696550	Me1;A330041J22Rik	0;0	promoter;promoter
chr9_86714043_86714583	Me1	-18091	distal
chr9_86716562_86716984	Me1	-20610	distal
chr9_86725354_86726693	Prss35	-16956	distal
chr9_86742773_86744183	Prss35	0	promoter
chr9_86745924_86746726	Prss35	2276	distal
chr9_86777218_86777705	Snap91;Prss35	0;33570	distal;distal
chr9_86800507_86801068	Snap91;Prss35	0;56859	distal;distal
chr9_86810653_86811149	Snap91;Prss35	0;67005	distal;distal
chr9_86820662_86820967	Snap91	59447	distal
chr9_86829788_86830199	Snap91	50215	distal
chr9_86838207_86838474	Snap91	41940	distal
chr9_86850563_86850959	Snap91	29455	distal
chr9_86878716_86881395	Snap91	0	promoter
chr9_86949884_86950310	Gm36539	55853	distal
chr9_86951821_86952502	Gm36539	53661	distal
chr9_86973336_86974118	Gm36539	32045	distal
chr9_86976290_86976599	Gm36539	29564	distal
chr9_86977135_86977401	Gm36539	28762	distal
chr9_87007047_87007156	Gm36539	-885	promoter
chr9_87008448_87009501	Gm36539	-2286	distal
chr9_87014740_87016724	Ripply2	0	promoter
chr9_87021250_87022839	Cyb5r4	0	promoter
chr9_87027456_87028134	Cyb5r4	5443	distal
chr9_87049471_87049825	Cyb5r4	27458	distal
chr9_87115241_87116184	Mrap2	-28122	distal
chr9_87122063_87122549	Mrap2	-21757	distal
chr9_87135465_87136644	Mrap2	-7662	distal
chr9_87143706_87145961	Mrap2	0	promoter
chr9_87170422_87171233	Mrap2	26080	distal
chr9_87202372_87202867	Cep162	52669	distal
chr9_87248073_87248575	Cep162	6961	distal
chr9_87254560_87256272	Cep162	0	promoter
chr9_87261409_87261491	Cep162	-5874	distal
chr9_87297721_87297917	Cep162	-42186	distal
chr9_87320687_87321187	Cep162	-65152	distal
chr9_87346215_87346876	Cep162	-90680	distal
chr9_87418537_87419861	Cep162	-163002	distal
chr9_87425164_87425596	Cep162	-169629	distal
chr9_87431467_87432557	Cep162	-175932	distal
chr9_87533225_87533475	Tbx18	197785	distal
chr9_87608300_87609007	Tbx18	122253	distal
chr9_87618191_87618661	Tbx18	112599	distal
chr9_87633882_87634787	Tbx18	96473	distal
chr9_87708187_87708535	Tbx18	22725	distal
chr9_87712899_87713191	Tbx18	18069	distal
chr9_87721849_87722137	Tbx18	9123	distal
chr9_87727159_87727691	Tbx18	3569	distal
chr9_87729075_87735349	Tbx18	0	promoter
chr9_87737948_87741268	Tbx18	-6689	distal
chr9_87751108_87751127	Tbx18	-19849	distal
chr9_87773885_87775283	Tbx18	-42626	distal
chr9_87843970_87844255	Tbx18	-112711	distal
chr9_87848954_87849244	Tbx18	-117695	distal
chr9_87861675_87861748	Tbx18	-130416	distal
chr9_87882992_87883494	Tbx18	-151733	distal
chr9_87984830_87985859			intergenic
chr9_88030476_88031068			intergenic
chr9_88049317_88049603			intergenic
chr9_88058421_88059554			intergenic
chr9_88065029_88065338	Gm28231	-194557	distal
chr9_88068423_88069651	Gm28231	-190244	distal
chr9_88073086_88073594	Gm28231	-186301	distal
chr9_88120184_88121825	Gm28231	-138070	distal
chr9_88124326_88125045	Gm28231	-134850	distal
chr9_88136106_88136368	Gm28231	-123527	distal
chr9_88221844_88222458	Gm28231	-37437	distal
chr9_88232602_88233156	Gm28231	-26739	distal
chr9_88238286_88238759	Gm28231	-21136	distal
chr9_88241302_88242116	Gm28231	-17779	distal
chr9_88273941_88274435	Gm28231	14047	distal
chr9_88295484_88296422	Nt5e	-30775	distal
chr9_88326709_88328267	Nt5e	0	promoter
chr9_88329395_88329599	Nt5e	2199	distal
chr9_88361529_88363023	Nt5e	34333	distal
chr9_88394913_88395204	Snx14	43694	distal
chr9_88398475_88398825	Snx14	40073	distal
chr9_88437705_88440113	Snx14	0	promoter
chr9_88444732_88444821	Gm28229	-1081	distal
chr9_88456212_88456441	Syncrip;Gm28229	0;-12561	distal;distal
chr9_88476175_88476511	Syncrip	4242	distal
chr9_88480239_88484290	Syncrip	0	promoter
chr9_88520819_88524093	Snhg5	0	promoter
chr9_88542731_88543255	Zfp949	-4765	distal
chr9_88545495_88548976	Zfp949	0	promoter
chr9_88549605_88549950	Zfp949	1423	distal
chr9_88599082_88600127	9430037G07Rik	0	promoter
chr9_88705155_88705556	Mthfsl	14031	distal
chr9_88719112_88720770	Gm10634;Mthfsl	0;0	promoter;promoter
chr9_88858417_88859518	9330159M07Rik;Gm26611	0;0	promoter;promoter
chr9_89066450_89067045	Trim43b	25645	distal
chr9_89210192_89211545	Mthfs	0	promoter
chr9_89278039_89278646	Mthfs	66883	distal
chr9_89308546_89309284	Mthfs	97390	distal
chr9_89317529_89317779	Mthfs	106373	distal
chr9_89452935_89453233	Gm47403	107151	distal
chr9_89461200_89461613	Gm47403	98771	distal
chr9_89497063_89497751	Gm47403	62633	distal
chr9_89578326_89578906	Gm47403	-17943	distal
chr9_89620275_89624112	Minar1	0	promoter
chr9_89669809_89670375	Gm47409	31738	distal
chr9_89674054_89674677	Tmed3	30391	distal
chr9_89678989_89679413	Tmed3	25655	distal
chr9_89687515_89688030	Tmed3	17038	distal
chr9_89703752_89705591	Tmed3	0	promoter
chr9_89706875_89707353	Tmed3	-1808	distal
chr9_89736862_89738795	Ankrd34c	0	promoter
chr9_89757718_89758500	Ankrd34c	-19244	distal
chr9_89779225_89779366	1700017I07Rik	-23504	distal
chr9_89787505_89787947	1700017I07Rik	-14923	distal
chr9_89792980_89793494	1700017I07Rik	-9376	distal
chr9_89813651_89814201	1700017I07Rik	10782	distal
chr9_89821120_89822084	4930524O08Rik	-4435	distal
chr9_89826746_89828197	4930524O08Rik	0	promoter
chr9_89836398_89837291	4930524O08Rik	9455	distal
chr9_89841830_89843146	4930524O08Rik	14887	distal
chr9_89848616_89851329	4930524O08Rik	21673	distal
chr9_89858018_89858383	4930524O08Rik	31075	distal
chr9_89860123_89860723	4930524O08Rik	33180	distal
chr9_89867309_89867563	4930524O08Rik	40366	distal
chr9_89868125_89868703	4930524O08Rik	41182	distal
chr9_89869616_89872685	Rasgrf1	-37223	distal
chr9_89875601_89875867	Rasgrf1	-34041	distal
chr9_89879449_89880331	Rasgrf1	-29577	distal
chr9_89881440_89881930	Rasgrf1	-27978	distal
chr9_89885533_89886245	Rasgrf1	-23663	distal
chr9_89891352_89893244	Rasgrf1	-16664	distal
chr9_89902379_89903302	Rasgrf1	-6606	distal
chr9_89907516_89911966	Rasgrf1	0	promoter
chr9_89912736_89913142	Rasgrf1	2828	distal
chr9_89958229_89959378	Rasgrf1	48321	distal
chr9_89963344_89964778	Rasgrf1	53436	distal
chr9_89973471_89974997	Rasgrf1	63563	distal
chr9_89990979_89991403	Rasgrf1;Ctsh	0;-62864	distal;distal
chr9_90020998_90021200	Rasgrf1;Ctsh	0;-33067	distal;distal
chr9_90054146_90055289	Ctsh	0	promoter
chr9_90076836_90077322	Ctsh	22570	distal
chr9_90098970_90099275	Morf4l1	15440	distal
chr9_90100729_90101264	Morf4l1	13451	distal
chr9_90110843_90111275	Morf4l1	3440	distal
chr9_90112679_90115845	Morf4l1	0	promoter
