peak	gene	distance	peak_type
chr5_91338919_91339332	AC008799.2	-16048	distal
chr5_91378906_91385318	ARRDC3;ARRDC3-AS1	0;0	promoter;promoter
chr5_91386234_91386241	ARRDC3;ARRDC3-AS1	-2918;0	distal;distal
chr5_91469736_91470064	ARRDC3-AS1	0	promoter
chr5_92560946_92560998	AC124854.1	78499	distal
chr5_92633253_92633462	AC124854.1	6035	distal
chr5_92687844_92688498	AC026780.2	0	promoter
chr5_92854023_92854424	AC008517.1	30089	distal
chr5_92927305_92927564	LINC02058	12027	distal
chr5_92945374_92945714	LINC02058	-5784	distal
chr5_92969296_92970374	LINC02058	-29706	distal
chr5_92977649_92978855	LINC02058	-38059	distal
chr5_92979583_92980183	LINC02058	-39993	distal
chr5_93078326_93079017	AC012625.1	-9658	distal
chr5_93162394_93162648	AC026408.1	73539	distal
chr5_93225267_93226156	AC026408.1	136412	distal
chr5_93245955_93246721	AC026408.1	157100	distal
chr5_93249704_93250002	AC026408.1	160849	distal
chr5_93299651_93300628			intergenic
chr5_93304368_93304746			intergenic
chr5_93342664_93342794			intergenic
chr5_93401621_93402406	NR2F1-AS1	178373	distal
chr5_93421300_93423532	NR2F1-AS1	157247	distal
chr5_93424958_93425676	NR2F1-AS1	155103	distal
chr5_93430023_93430528	NR2F1-AS1	150251	distal
chr5_93510926_93511309	NR2F1-AS1	69470	distal
chr5_93532243_93532940	NR2F1-AS1	47839	distal
chr5_93570640_93570852	NR2F1-AS1	9927	distal
chr5_93571980_93573428	NR2F1-AS1	7351	distal
chr5_93574881_93575283	NR2F1-AS1	5496	distal
chr5_93577155_93577490	NR2F1-AS1	3289	distal
chr5_93578157_93586347	NR2F1;NR2F1-AS1	0;0	promoter;promoter
chr5_93587133_93590433	NR2F1	2110	distal
chr5_93595211_93595273	NR2F1	10188	distal
chr5_93599403_93599777	NR2F1	14380	distal
chr5_93603742_93604520	AC106818.2	-17163	distal
chr5_93607678_93608249	AC106818.2	-13434	distal
chr5_93612083_93612858	AC106818.2	-8825	distal
chr5_93620380_93622753	FAM172A;AC106818.2	0;0	distal;promoter
chr5_93677391_93677709	FAM172A;AC106818.2	0;55637	distal;distal
chr5_93801076_93801697	FAM172A;AC099501.1	0;10572	distal;distal
chr5_93874192_93874414	FAM172A;AC114980.1	0;-10368	distal;distal
chr5_93894679_93895144	FAM172A;AC114980.1	0;-30855	distal;distal
chr5_93911767_93912064	FAM172A;AC114980.1	0;-47943	distal;distal
chr5_94111024_94112144	FAM172A;AC117528.1	0;0	promoter;promoter
chr5_94314543_94315195	KIAA0825	0	distal
chr5_94423548_94423727	KIAA0825;AC025766.1	0;194395	distal;distal
chr5_94524939_94525183	KIAA0825;AC025766.1	0;92939	distal;distal
chr5_94617911_94619419	SLF1;KIAA0825;AC025766.1	0;0;0	promoter;promoter;promoter
chr5_94661122_94661474	SLF1	42454	distal
chr5_94693038_94693430	SLF1	74370	distal
chr5_94737860_94738249	MCTP1;AC008534.1	0;-50540	distal;distal
chr5_94793502_94793702	MCTP1;AC008534.1	0;4714	distal;distal
chr5_94850019_94850680	MCTP1;AC008534.1	0;61231	distal;distal
chr5_94872777_94872879	MCTP1	56822	distal
chr5_94884287_94884737	MCTP1	44964	distal
chr5_94893693_94894158	MCTP1	35543	distal
chr5_94968531_94968914	MCTP1;MCTP1-AS1	0;-10237	distal;distal
chr5_95081434_95081804	MCTP1	0	promoter
chr5_95238988_95239282	MCTP1	45293	distal
chr5_95283700_95285688	MCTP1	0	promoter
chr5_95554367_95555764	ARSK;TTC37	0;0	promoter;promoter
chr5_95619783_95621708	GPR150	0	promoter
chr5_95644225_95644784	RFESD	-1993	distal
chr5_95646011_95647632	RFESD	0	promoter
chr5_95664149_95664750	SPATA9;RFESD	0;10089	distal;distal
chr5_95669371_95670166	SPATA9	12825	distal
chr5_95710108_95710733	RHOBTB3;AC008840.1	-20413;0	distal;distal
chr5_95720001_95720789	RHOBTB3;AC008840.1	-10357;0	distal;distal
chr5_95729677_95732558	RHOBTB3;AC008840.1	0;0	promoter;promoter
chr5_95734854_95735592	RHOBTB3;AC008840.1	0;-2568	distal;distal
chr5_95748733_95749042	RHOBTB3;AC008840.1	0;-16447	distal;distal
chr5_95780950_95781648	RHOBTB3;GLRX	13196;0	distal;distal
chr5_95808679_95809148	GLRX	13563	distal
chr5_95809746_95809819	GLRX	12892	distal
chr5_95821949_95823187	GLRX	0	promoter
chr5_95824012_95824235	GLRX	-1287	distal
chr5_95834532_95835349	GLRX	-11807	distal
chr5_95837546_95838947	AC008592.4;AC008592.5	0;-10362	distal;distal
chr5_95843187_95843464	AC008592.4;AC008592.5	0;-5845	distal;distal
chr5_95846731_95847418	AC008592.4;AC008592.5	0;-1891	distal;distal
chr5_95856151_95859565	LINC01554;AC008592.1	0;-2221	distal;distal
chr5_95881788_95882184	AC008592.1	20003	distal
chr5_95895325_95896224	ELL2;AC008592.1	0;33540	distal;distal
chr5_95900305_95900775	ELL2;AC008592.1	0;38520	distal;distal
chr5_95901736_95901948	ELL2;AC008592.1	0;39951	distal;distal
chr5_95907325_95907662	ELL2;AC008592.1	0;45540	distal;distal
chr5_95909754_95909958	ELL2;AC008592.1	0;47969	distal;distal
chr5_95915952_95916675	ELL2	45176	distal
chr5_95939325_95939562	ELL2	22289	distal
chr5_95940645_95942175	ELL2	19676	distal
chr5_95956065_95956466	ELL2	5385	distal
chr5_95958217_95963064	ELL2;AC104123.1	0;0	promoter;promoter
chr5_96088705_96089092	MIR583HG;AC104123.1	38591;0	distal;distal
chr5_96226786_96227238	AC099509.1;AC104123.1	-11712;0	distal;distal
chr5_96235490_96235658	AC099509.2;AC104123.1	-12118;0	distal;distal
chr5_96247106_96247810	AC099509.2;AC104123.1	0;0	promoter;distal
chr5_96256926_96257152	AC099509.2;AC104123.1	9151;0	distal;distal
chr5_96259140_96259590	AC099509.2;AC104123.1	11365;0	distal;distal
chr5_96336166_96336824	AC099509.2;AC104123.1	88391;0	distal;distal
chr5_96338728_96338960	AC099509.2;AC104123.1	90953;0	distal;distal
chr5_96344767_96345173	PCSK1;AC104123.1	86987;0	distal;distal
chr5_96384428_96384678	PCSK1;AC104123.1	47482;0	distal;distal
chr5_96408369_96408437	PCSK1;AC104123.1	23723;0	distal;distal
chr5_96431763_96433456	PCSK1;AC104123.1	0;0	promoter;distal
chr5_96434173_96434526	PCSK1;AC104123.1	-926;0	promoter;distal
chr5_96565820_96566183	AC104123.1	-18310	distal
chr5_96601709_96602148	AC104123.1	17217	distal
chr5_96613977_96614642	AC104123.1	29485	distal
chr5_96651077_96651291	CAST	-10782	distal
chr5_96661100_96663791	CAST	0	promoter
chr5_96687978_96688023	CAST	-7762	distal
chr5_96699418_96699893	CAST	-2896	distal
chr5_96700675_96704276	CAST	0	promoter
chr5_96718717_96718996	CAST	15912	distal
chr5_96751588_96753030	CAST	7962	distal
chr5_96776791_96776884	ERAP1;AC008906.1	0;-7893	distal;distal
chr5_96805941_96809042	ERAP1;AC008906.2	0;0	promoter;distal
chr5_96817605_96817906	ERAP1;AC009126.1	-9506;0	distal;distal
chr5_96868831_96869316	ERAP2;AC009126.1	-6623;0	distal;distal
chr5_96871099_96871225	ERAP2;AC009126.1	-4714;0	distal;distal
chr5_96874363_96874558	ERAP2;AC009126.1	-1381;0	distal;distal
chr5_96875692_96877400	ERAP2;AC009126.1	0;0	promoter;distal
chr5_96933804_96937482	LNPEP;AC009126.1	0;0	promoter;promoter
chr5_96962804_96963605	LNPEP	4354	distal
chr5_96968680_96969063	LNPEP	10230	distal
chr5_97071172_97071376	LIX1-AS1	-17699	distal
chr5_97098793_97099445	LIX1;LIX1-AS1	0;9719	distal;distal
chr5_97101143_97102618	LIX1;LIX1-AS1	0;12069	distal;distal
chr5_97111086_97111190	LIX1;LIX1-AS1	0;22012	distal;distal
chr5_97118782_97119281	LIX1;LIX1-AS1	23330;0	distal;distal
chr5_97140223_97140887	LIX1;LIX1-AS1	1724;0	distal;distal
chr5_97142352_97143097	LIX1;LIX1-AS1	0;0	promoter;distal
chr5_97161973_97162376	RIOK2;LIX1;LIX1-AS1	0;-19363;0	distal;distal;distal
chr5_97182745_97184256	RIOK2;LIX1-AS1;AC008883.3	0;0;0	promoter;distal;promoter
chr5_97231021_97231479	AC008883.2;LIX1-AS1	-3065;0	distal;distal
chr5_97266591_97267004	AC008883.2;LIX1-AS1	-38635;0	distal;distal
chr5_97452579_97453078	LINC01340	-51585	distal
chr5_97534285_97534415	LINC01340	29563	distal
chr5_97550100_97550598	LINC01340	45378	distal
chr5_97554927_97555389	LINC01340	50205	distal
chr5_97629353_97629582	LINC01340	124631	distal
chr5_97877838_97877918	LINC02234;AC122697.1	0;4769	distal;distal
chr5_97998608_97999493	AC122697.1	-115922	distal
chr5_98064202_98064503	LINC01846	96849	distal
chr5_98301693_98301911	LINC01846	-140342	distal
chr5_98309783_98310304	LINC01846	-148432	distal
chr5_98320415_98320462	LINC01846	-159064	distal
chr5_98398661_98398713			intergenic
chr5_98510065_98510775			intergenic
chr5_98767516_98775042	RGMB;RGMB-AS1	0;0	promoter;promoter
chr5_98791409_98791411	RGMB;AC008522.1	0;4355	distal;distal
chr5_98796359_98796618	RGMB;AC008522.1	0;-594	distal;promoter
chr5_98927163_98930067	CHD1;LINC02062	0;0	promoter;promoter
chr5_98938744_98938797	LINC02062	9557	distal
chr5_98940506_98941005	LINC02062	11319	distal
chr5_99032449_99032865	LINC02062	103262	distal
chr5_99060362_99060656	LINC02062	131175	distal
chr5_99104783_99104911	LINC02062	175596	distal
chr5_99305067_99305739			intergenic
chr5_100270431_100270605	AC113385.1	-128467	distal
chr5_100534794_100536137	FAM174A;AC021086.1	0;0	promoter;promoter
chr5_100595527_100595887	FAM174A	60154	distal
chr5_100799165_100799530	ST8SIA4	103684	distal
chr5_100803406_100803807	ST8SIA4	99407	distal
chr5_100828192_100828374	ST8SIA4	74840	distal
chr5_100900252_100901374	ST8SIA4	1840	distal
chr5_100901912_100902365	ST8SIA4	849	distal
chr5_100902983_100903663	ST8SIA4	0	promoter
chr5_101160062_101160366			intergenic
chr5_101390328_101390628			intergenic
chr5_101678595_101678951			intergenic
chr5_101977740_101978026	AC008948.1	-163867	distal
chr5_102296094_102296857	SLCO4C1	0	promoter
chr5_102511718_102512025	AC094108.1	11178	distal
chr5_102681421_102681811	AC099487.2	16812	distal
chr5_102754086_102756407	AC099487.2	89477	distal
chr5_102778605_102778806	PAM	-86920	distal
chr5_102780472_102780816	PAM	-84910	distal
chr5_102807945_102808178	PAM	-57548	distal
chr5_102865334_102866687	PAM	0	promoter
chr5_102971766_102972082	PAM	105651	distal
chr5_102975129_102975465	PAM	109014	distal
chr5_103119471_103121151	GIN1;PPIP5K2	0;0	promoter;promoter
chr5_103139286_103139634	PPIP5K2	9981	distal
chr5_103224520_103224972	AC011362.1	28547	distal
chr5_103258078_103260273	C5orf30	0	promoter
chr5_103286209_103286290	C5orf30	26786	distal
chr5_103286991_103287709	C5orf30	27568	distal
chr5_103288236_103288938	C5orf30	28813	distal
chr5_103290215_103292131	C5orf30	30792	distal
chr5_103367036_103367045	AC010406.1	45466	distal
chr5_103371226_103371649	AC010406.1	40862	distal
chr5_103373542_103374820	AC010406.1	37691	distal
chr5_103375652_103375659	AC010406.1	36852	distal
chr5_103389360_103390700	AC010406.1	21811	distal
chr5_103392866_103393734	AC010406.1	18777	distal
chr5_103428325_103429009	AC010406.1	-15815	distal
chr5_103450725_103451195	AC010406.1	-38215	distal
chr5_103475606_103476037	AC010406.1	-63096	distal
chr5_103499153_103499506	LINC02115	42479	distal
chr5_103561953_103563367	NUDT12	0	promoter
chr5_103808430_103808904	AC008505.1	76961	distal
chr5_103889821_103889836	AC008505.1	1524	distal
chr5_103890457_103891695	AC008505.1	0	promoter
chr5_103894809_103895296	AC008505.1	-3413	distal
chr5_104241047_104241487	LINC02163	161129	distal
chr5_104574251_104574783	AC099520.1;AC099520.2	0;-198858	distal;distal
chr5_104611060_104611631	AC099520.1;AC099520.2	0;-162010	distal;distal
chr5_106454723_106455035			intergenic
chr5_106521741_106522018			intergenic
chr5_106656884_106657167			intergenic
chr5_107067346_107067864	LINC01950	-56315	distal
chr5_107217568_107218362			intergenic
chr5_107367214_107368099	EFNA5	59415	distal
chr5_107373151_107373432	EFNA5	54082	distal
chr5_107381118_107381544	EFNA5	45970	distal
chr5_107382057_107382490	EFNA5	45024	distal
chr5_107401793_107401983	EFNA5	25531	distal
chr5_107402740_107403914	EFNA5	23600	distal
chr5_107425681_107426113	EFNA5	1401	distal
chr5_107430287_107430428	EFNA5	-2774	distal
chr5_107436116_107436583	EFNA5	-8603	distal
chr5_107438392_107438415	EFNA5	-10879	distal
chr5_107570149_107570247	EFNA5	100380	distal
chr5_107571104_107572569	EFNA5	98058	distal
chr5_107592746_107593511	EFNA5	77116	distal
chr5_107602732_107602825	EFNA5	67802	distal
chr5_107607704_107608166	EFNA5	62461	distal
chr5_107633342_107633791	EFNA5	36836	distal
chr5_107653275_107653448	EFNA5	17179	distal
chr5_107660712_107661077	EFNA5	9550	distal
chr5_107665299_107665306	EFNA5	5321	distal
chr5_107668907_107674086	EFNA5	0	promoter
chr5_107696367_107696369	AC024587.2	8962	distal
chr5_107869413_107869619	FBXL17;AC024587.2	0;-152573	distal;distal
chr5_107878626_107879092	FBXL17;AC024587.2	0;-161786	distal;distal
chr5_107893721_107894002	FBXL17;AC024587.2	0;-176881	distal;distal
chr5_107937321_107937493	FBXL17	0	distal
chr5_107954420_107954661	FBXL17	0	distal
chr5_107964686_107965133	FBXL17	0	distal
chr5_107971801_107972251	FBXL17	0	distal
chr5_108084123_108084475	FBXL17	0	distal
chr5_108100850_108102318	FBXL17	0	distal
chr5_108110836_108111262	FBXL17	0	distal
chr5_108168884_108169335	FBXL17	198619	distal
chr5_108196875_108197323	FBXL17	170631	distal
chr5_108260475_108260978	FBXL17	106976	distal
chr5_108380066_108383132	FBXL17;AC008462.1	0;0	promoter;promoter
chr5_108418110_108418658	AC008462.1	35955	distal
chr5_108481422_108481685	AC008462.1	99267	distal
chr5_108642229_108642691	LINC01023	85569	distal
chr5_108681284_108681756	LINC01023	46504	distal
chr5_108687911_108687933	LINC01023	40327	distal
chr5_108726788_108729116	LINC01023	0	promoter
chr5_108747623_108749996	FER	0	promoter
chr5_108762604_108762814	FER	14708	distal
chr5_108763552_108763647	FER	15656	distal
chr5_108786791_108788659	FER	-9455	distal
chr5_108941981_108942261	FER	17376	distal
chr5_109309539_109309787	AC008467.1	16582	distal
chr5_109347252_109347666	PJA2;AC008467.1	0;-20884	distal;distal
chr5_109408789_109413749	PJA2	0	promoter
chr5_109427606_109427872	PJA2	-17633	distal
chr5_109450901_109451822	AC091917.3	-15531	distal
chr5_109455656_109456082	AC091917.3	-11271	distal
chr5_109468694_109469210	AC091917.3	1342	distal
chr5_109484900_109485375	AC091917.1	-12502	distal
chr5_109611554_109613414	AC012603.1	74915	distal
chr5_109619005_109620807	AC012603.1	67522	distal
chr5_109630060_109630564	AC012603.1	57765	distal
chr5_109645542_109646297	AC012603.1	42032	distal
chr5_109688520_109693656	MAN2A1	0	promoter
chr5_109739913_109740722	MAN2A1	50548	distal
chr5_109743818_109744116	MAN2A1	54453	distal
chr5_109865530_109865991	MAN2A1;LINC01848	0;-17191	distal;distal
chr5_109881057_109881326	LINC01848	-1856	distal
chr5_109898574_109899461	LINC01848	15393	distal
chr5_110000084_110000477	LINC01848	116903	distal
chr5_110055337_110055624	LINC01848	172156	distal
chr5_110087005_110087296			intergenic
chr5_110354095_110356084			intergenic
chr5_110384462_110385040			intergenic
chr5_110386138_110387462			intergenic
chr5_110536138_110536473	TMEM232	190198	distal
chr5_110653216_110653694	TMEM232	72977	distal
chr5_110726358_110727263	TMEM232	0	promoter
chr5_110738142_110739757	SLC25A46	0	promoter
chr5_111070661_111070824	TSLP	600	distal
chr5_111073072_111073508	TSLP	0	promoter
chr5_111091976_111092934	WDR36;AC008572.1	0;0	promoter;promoter
chr5_111158075_111158476	CAMK4	-65474	distal
chr5_111223445_111225113	CAMK4	0	promoter
chr5_111227701_111228133	CAMK4	3318	distal
chr5_111279093_111279142	CAMK4;AC010275.1;AC010468.2	0;0;-9005	distal;distal;distal
chr5_111280434_111281330	CAMK4;AC010275.1;AC010468.2	0;0;-10346	distal;distal;distal
chr5_111345844_111346126	CAMK4;AC010275.1	0;-43278	distal;distal
chr5_111386614_111386966	CAMK4;AC010275.1	0;-84048	distal;distal
chr5_111453572_111453826	CAMK4;STARD4-AS1	0;-56570	distal;distal
chr5_111461327_111461756	CAMK4;STARD4-AS1	0;-48640	distal;distal
chr5_111511429_111513561	STARD4;STARD4-AS1	0;0	promoter;promoter
chr5_111530287_111530646	STARD4;STARD4-AS1	-17698;0	distal;distal
chr5_111550477_111550986	STARD4;STARD4-AS1	-37888;0	distal;distal
chr5_111635659_111635781	STARD4-AS1	-95523	distal
chr5_111698369_111698792	NREP;STARD4-AS1	0;-32512	distal;distal
chr5_111734195_111734287	NREP;STARD4-AS1	0;2892	distal;distal
chr5_111735920_111736099	NREP;STARD4-AS1	0;4617	distal;distal
chr5_111741724_111741725	NREP;STARD4-AS1	0;10421	distal;distal
chr5_111742718_111742898	NREP;STARD4-AS1	0;11415	distal;distal
chr5_111747471_111748100	NREP	8151	distal
chr5_111755800_111758495	NREP	0	promoter
chr5_112146897_112147364	EPB41L4A-AS1	-13162	distal
chr5_112160174_112161445	EPB41L4A-AS1	0	promoter
chr5_112174966_112175332	EPB41L4A;AC010261.1	0;1397	distal;distal
chr5_112228747_112228875	EPB41L4A;AC104126.1	0;465	distal;distal
chr5_112417902_112420800	EPB41L4A;EPB41L4A-DT	0;0	promoter;promoter
chr5_112475655_112476446	EPB41L4A-DT	56073	distal
chr5_112492318_112492749	EPB41L4A-DT	72736	distal
chr5_112529597_112529819	LINC02200	-98767	distal
chr5_112551330_112552936	LINC02200	-75650	distal
chr5_112553815_112555616	LINC02200	-72970	distal
chr5_112575948_112577021	LINC02200	-51565	distal
chr5_112593995_112595226	LINC02200	-33360	distal
chr5_112604990_112605433	LINC02200	-23153	distal
chr5_112625706_112626361	LINC02200	-2225	distal
chr5_112628250_112628938	LINC02200	0	promoter
chr5_112637238_112637695	LINC02200	8382	distal
chr5_112640440_112641174	LINC02200	11584	distal
chr5_112665113_112665319	LINC02200	36257	distal
chr5_112669438_112669978	LINC02200	40582	distal
chr5_112684476_112685215	APC	-52670	distal
chr5_112706614_112708833	APC	-29052	distal
chr5_112732129_112732491	APC	-5394	distal
chr5_112737036_112739602	APC	0	promoter
chr5_112740539_112740558	APC	2645	distal
chr5_112742337_112743263	APC	4443	distal
chr5_112757359_112758021	APC	19465	distal
chr5_112848173_112848679	SRP19	-12509	distal
chr5_112860702_112861758	SRP19	0	promoter
chr5_112863610_112863809	SRP19	2279	distal
chr5_112884857_112885760	REEP5;SRP19	0;23526	distal;distal
chr5_112895786_112896061	REEP5	26166	distal
chr5_112907066_112907704	REEP5	14523	distal
chr5_112920888_112923477	REEP5	0	promoter
chr5_112958354_112958862	DCP2	-17840	distal
chr5_112963714_112964411	DCP2	-12291	distal
chr5_112975852_112977864	DCP2	0	promoter
chr5_112996009_112996438	DCP2	19212	distal
chr5_113036765_113036879	MCC;DCP2	0;59968	distal;distal
chr5_113039648_113039676	MCC;DCP2	0;62851	distal;distal
chr5_113043352_113043953	MCC;DCP2	0;66555	distal;distal
chr5_113050785_113051428	MCC;DCP2	0;73988	distal;distal
chr5_113057443_113057859	MCC;DCP2	0;80646	distal;distal
chr5_113059238_113059997	MCC;DCP2	0;82441	distal;distal
chr5_113067634_113068011	MCC;DCP2	0;90837	distal;distal
chr5_113082158_113082602	MCC;DCP2	0;105361	distal;distal
chr5_113089960_113091224	MCC;DCP2	0;113163	distal;distal
chr5_113102017_113102519	MCC;DCP2	0;125220	distal;distal
chr5_113118604_113119747	MCC	114930	distal
chr5_113141146_113141734	MCC	92943	distal
chr5_113186154_113186499	MCC	48178	distal
chr5_113199633_113199831	MCC	34846	distal
chr5_113203102_113203503	MCC	31174	distal
chr5_113204098_113204847	MCC	29830	distal
chr5_113205792_113206245	MCC	28432	distal
chr5_113212262_113212648	MCC	22029	distal
chr5_113213287_113214615	MCC	20062	distal
chr5_113274734_113275395	MCC	19543	distal
chr5_113276011_113276244	MCC	18694	distal
chr5_113283744_113283750	MCC	11188	distal
chr5_113292864_113295417	MCC	0	promoter
chr5_113336956_113337230	MCC;AC079465.1	0;13929	distal;distal
chr5_113371946_113371956	MCC;AC079465.1	0;48919	distal;distal
chr5_113378979_113379300	MCC;TSSK1B;AC079465.1	0;55689;0	distal;distal;distal
chr5_113435607_113436003	MCC;TSSK1B;AC079465.1	0;-619;0	distal;promoter;distal
chr5_113487606_113489099	MCC	0	promoter
chr5_113513249_113514838	YTHDC2	0	promoter
chr5_113563035_113563392	YTHDC2	49327	distal
chr5_113606304_113606970	YTHDC2	92596	distal
chr5_113678956_113679329	AC093240.1	97508	distal
chr5_113692716_113694046	AC093240.1	82791	distal
chr5_113776910_113777319	AC093240.1	-74	promoter
chr5_113806303_113807953	AC093240.1	-29467	distal
chr5_114018173_114018502	KCNN2	-37043	distal
chr5_114055156_114056454	KCNN2	0	promoter
chr5_114312064_114312344	KCNN2	-49975	distal
chr5_114360676_114363879	KCNN2	0	promoter
chr5_114387432_114387951	KCNN2	25114	distal
chr5_114393191_114393386	KCNN2	30873	distal
chr5_114411571_114411838	KCNN2	-21692	distal
chr5_114415949_114416088	KCNN2	-17442	distal
chr5_114418476_114418577	KCNN2	-14953	distal
chr5_114449035_114450611	KCNN2	15506	distal
chr5_114782274_114783365	AC010230.1	-113865	distal
chr5_114857111_114859549	AC094104.2	172345	distal
chr5_114988233_114988398	AC094104.2	43496	distal
chr5_115069319_115069745	AC094104.1	18730	distal
chr5_115096433_115096834	AC094104.1	-7959	distal
chr5_115098069_115098461	AC094104.1	-9595	distal
chr5_115169009_115170905	TRIM36	0	promoter
chr5_115179724_115180521	TRIM36	0	promoter
chr5_115246481_115246723	PGGT1B;AC008494.3	0;-15782	distal;distal
chr5_115262210_115263302	PGGT1B;AC008494.3	0;0	promoter;promoter
chr5_115295844_115297177	CCDC112	0	promoter
chr5_115328561_115329958	CCDC112	-31869	distal
chr5_115366342_115366588	CCDC112	-69650	distal
chr5_115377368_115378033	CCDC112	-80676	distal
chr5_115415051_115415584	CCDC112	-118359	distal
chr5_115416890_115417667	CCDC112	-120198	distal
chr5_115423444_115423962	FEM1C	120813	distal
chr5_115450420_115451014	FEM1C	93761	distal
chr5_115455346_115455843	FEM1C	88932	distal
chr5_115471667_115473234	FEM1C	71541	distal
chr5_115494469_115495081	FEM1C	49694	distal
chr5_115510210_115511306	FEM1C	33469	distal
chr5_115543130_115545545	FEM1C	0	promoter
chr5_115571151_115572160	FEM1C	-26377	distal
chr5_115574530_115574912	AC010226.1	-27205	distal
chr5_115579244_115579657	TICAM2;AC010226.1	0;-22460	distal;distal
chr5_115586475_115586905	TICAM2;AC010226.1	0;-15212	distal;distal
chr5_115599513_115599976	TICAM2;AC010226.1	0;-2141	distal;distal
chr5_115601464_115603157	TICAM2;AC010226.1	0;0	promoter;promoter
chr5_115625256_115626828	TMED7	0	promoter
chr5_115634601_115635080	TMED7	-8566	distal
chr5_115815554_115817321	CDO1	0	promoter
chr5_115818802_115819355	CDO1	-2144	distal
chr5_115838899_115839416	ATG12	2149	distal
chr5_115840979_115842880	ATG12;AP3S1	0;0	promoter;promoter
chr5_116068244_116068457	AC034236.3	10113	distal
chr5_116084283_116085716	COMMD10;AC034236.2	0;0	promoter;promoter
chr5_116137783_116138131	COMMD10	52310	distal
chr5_116360022_116362161	AC018752.1	-55889	distal
chr5_116382030_116382616	SEMA6A-AS1	-64931	distal
chr5_116395395_116395465	SEMA6A-AS1	-52082	distal
chr5_116402194_116402717	SEMA6A-AS1	-44830	distal
chr5_116403988_116404390	SEMA6A-AS1	-43157	distal
chr5_116411083_116411333	SEMA6A-AS1	-36214	distal
chr5_116428898_116429413	SEMA6A-AS1	-18134	distal
chr5_116438057_116438708	SEMA6A-AS1	-8839	distal
chr5_116441926_116442701	SEMA6A-AS1	-4846	distal
chr5_116443826_116445280	SEMA6A;SEMA6A-AS1	0;-2267	distal;distal
chr5_116452771_116453279	SEMA6A;SEMA6A-AS1	0;3042	distal;distal
chr5_116453832_116455077	SEMA6A;SEMA6A-AS1	0;4103	distal;distal
chr5_116464118_116464121	SEMA6A;SEMA6A-AS1	5423;0	distal;distal
chr5_116466453_116467262	SEMA6A;SEMA6A-AS1	2282;0	distal;distal
chr5_116480305_116480651	SEMA6A;SEMA6A-AS1	0;9116	distal;distal
chr5_116487042_116487518	SEMA6A;SEMA6A-AS1	0;15853	distal;distal
chr5_116491988_116492347	SEMA6A;SEMA6A-AS1	0;20799	distal;distal
chr5_116497869_116499407	SEMA6A;SEMA6A-AS1	0;26680	distal;distal
chr5_116502486_116503050	SEMA6A;SEMA6A-AS1	0;31297	distal;distal
chr5_116528469_116529409	SEMA6A	7049	distal
chr5_116534432_116535482	SEMA6A	976	distal
chr5_116535989_116537270	SEMA6A	0	promoter
chr5_116539247_116539644	SEMA6A	-2790	distal
chr5_116552789_116555289	SEMA6A	-16332	distal
chr5_116557614_116558065	SEMA6A	16330	distal
chr5_116559049_116559506	SEMA6A	14889	distal
chr5_116562933_116563073	SEMA6A	11322	distal
chr5_116571856_116576822	SEMA6A;SEMA6A-AS2	0;0	promoter;promoter
chr5_116605270_116605924	SEMA6A-AS2	30077	distal
chr5_116621787_116622838	SEMA6A-AS2	46594	distal
chr5_116626019_116626813	SEMA6A-AS2	50826	distal
chr5_116650548_116650950	SEMA6A-AS2	75355	distal
chr5_116651954_116653469	SEMA6A-AS2	76761	distal
chr5_116669266_116670096	LINC02214	92113	distal
chr5_116675506_116675637	LINC02214	86572	distal
chr5_116734489_116734877	LINC02214	27332	distal
chr5_116777916_116778521	LINC02214	-15708	distal
chr5_116864274_116864921	AC010267.1	-33905	distal
chr5_116938483_116938933	AC093534.2	-92267	distal
chr5_116953105_116953717	AC093534.2	-77483	distal
chr5_116990022_116990349	AC093534.2	-40851	distal
chr5_117161979_117162140	AC093534.2	130780	distal
chr5_117165097_117165489	AC093534.2	133898	distal
chr5_117181755_117182590	AC093295.1	-130495	distal
chr5_117204613_117204816	AC093295.1	-108269	distal
chr5_117248921_117250053	AC093295.1	-63032	distal
chr5_117255587_117256023	AC093295.1	-57062	distal
chr5_117262293_117263443	AC093295.1	-49642	distal
chr5_117357871_117358348	AC093295.1	44787	distal
chr5_117473135_117473660	LINC00992	17873	distal
chr5_117640179_117640497	LINC02147	-90018	distal
chr5_118017470_118018016	LINC02147	92463	distal
chr5_118443282_118443467	LINC02208	30930	distal
chr5_118450478_118451315	LINC02208	23082	distal
chr5_118678704_118679505	AC114311.1	-50527	distal
chr5_118749435_118749808	AC093206.1	35651	distal
chr5_118791660_118792492	AC093206.1	-6202	distal
chr5_118987747_118989196	DTWD2	0	promoter
chr5_119070056_119071963	DMXL1;AC008629.1	0;0	promoter;promoter
chr5_119105997_119106325	DMXL1	34508	distal
chr5_119267784_119269646	TNFAIP8	0	promoter
chr5_119328919_119329213	TNFAIP8	-3962	distal
chr5_119334745_119335313	TNFAIP8	1571	distal
chr5_119355659_119356441	TNFAIP8	0	promoter
chr5_119411730_119412477	HSD17B4	-40020	distal
chr5_119452077_119453470	HSD17B4	0	promoter
chr5_119476272_119476801	HSD17B4	0	promoter
chr5_119596068_119596452	FAM170A	-33107	distal
chr5_120458274_120458436	PRR16	-5864	distal
chr5_120463877_120465999	PRR16	0	promoter
chr5_121500457_121500563	AC008568.1	177913	distal
